Age,Gender,City_Type,Annual_Income,Education_Level,Occupation,Steps_Per_Day,Workout_Days_Per_Week,Preferred_Workout_Type,Workout_Duration_Min,Calories_Burned_Per_Day,Uses_Fitness_App,Features_Used,App_Usage_Frequency,Subscribed_Premium,Motivators_For_Upgrade,Willingness_To_Pay,Fitness_Importance_1_10,Biggest_Challenge,Fitness_Motivated_By,Preferred_Device,NPS_Recommend_1_10,Content_Engaged,Interested_In_Group_Challenges,Fitness_Goal
47,Female,Semi-Urban,33315,Postgraduate,Professional,6121,2,Strength Training,89,569,Yes,Workout Plans,Daily,Yes,Ad-free Experience,783,8,Lack of Time,Self,Smartphone,8,Live Classes,Yes,Weight Loss
27,Male,Semi-Urban,77768,Postgraduate,Professional,6309,2,None,64,425,Yes,"Social Community, Diet Tracking, Step Tracker, Challenges",Daily,No,Personalized Plans,447,5,Motivation,Family,Smartphone,8,Live Classes,No,Athletic Training
31,Female,Urban,64183,Graduate,Professional,6152,3,Sports,64,545,No,None,Never,No,None,310,5,Health Issues,Self,Smartphone,2,None,No,General Wellness
31,Male,Metro,84975,Postgraduate,Professional,5321,4,None,24,511,Yes,"Diet Tracking, Step Tracker, Challenges",Weekly,No,Personalized Plans,474,4,Lack of Time,Self,Smartwatch,7,Community Posts,No,None
42,Female,Urban,50675,Graduate,Professional,7337,1,Mixed,38,460,Yes,"Social Community, Workout Plans",Daily,No,"Social Competitions, 1:1 Coach, Advanced Analytics",219,5,Cost,Self,Smartphone,7,Articles,Yes,Weight Loss
29,Female,Metro,121833,Graduate,Professional,6213,1,Mixed,18,470,Yes,"Workout Plans, Step Tracker, Social Community",Daily,No,Custom Diet Plans,349,6,Motivation,Family,Fitness Band,6,Live Classes,No,Weight Loss
32,Female,Urban,42685,Graduate,Professional,3011,6,Mixed,18,400,Yes,Workout Plans,Rarely,No,Ad-free Experience,450,4,Lack of Time,Friends,Smartwatch,7,Live Classes,Yes,Muscle Gain
34,Male,Metro,155751,Graduate,Professional,7085,2,Strength Training,64,516,Yes,Social Community,Weekly,No,"Personalized Plans, Custom Diet Plans, Advanced Analytics",469,7,Guidance,Family,Smartwatch,9,Articles,Yes,Weight Loss
31,Female,Urban,27616,Graduate,Professional,6708,2,Cardio,57,470,Yes,"Workout Plans, Progress Tracking",Weekly,No,"Personalized Plans, Advanced Analytics, Custom Diet Plans",405,6,Health Issues,Friends,Smartphone,6,Live Classes,Yes,Weight Loss
26,Female,Metro,82239,Graduate,Student,3050,6,Strength Training,17,565,Yes,"Diet Tracking, Challenges, Step Tracker",Daily,No,"Social Competitions, Personalized Plans",302,3,Motivation,Self,Smartwatch,6,Live Classes,Yes,Muscle Gain
31,Male,Metro,83928,Graduate,Homemaker,5521,4,Cardio,37,664,Yes,"Social Community, Progress Tracking",Weekly,No,"Custom Diet Plans, Social Competitions",457,5,Guidance,Self,Smartphone,5,Live Classes,Yes,General Wellness
38,Female,Metro,44454,Other,Professional,14597,2,Strength Training,10,1003,Yes,"Workout Plans, Progress Tracking, Social Community, Challenges",Weekly,No,Social Competitions,269,6,Health Issues,Self,Fitness Band,3,Challenges,No,Weight Loss
21,Male,Metro,81813,High School,Professional,12863,4,Strength Training,48,1013,Yes,"Workout Plans, Diet Tracking, Progress Tracking, Step Tracker",Daily,No,"Ad-free Experience, Social Competitions",560,5,Cost,Influencers,Fitness Band,8,Video Workouts,Yes,Weight Loss
31,Female,Urban,125462,Graduate,Professional,12757,0,Strength Training,16,681,Yes,"Diet Tracking, Step Tracker, Social Community, Challenges",Rarely,No,"Custom Diet Plans, Advanced Analytics",339,3,Lack of Time,Self,Smartphone,6,Challenges,No,General Wellness
24,Male,Urban,21842,High School,Professional,13675,4,None,37,1075,Yes,"Progress Tracking, Step Tracker",Daily,No,"1:1 Coach, Personalized Plans, Social Competitions",165,6,Cost,Friends,Smartphone,7,Articles,No,Muscle Gain
39,Female,Urban,85082,Graduate,Homemaker,14622,3,Mixed,93,1139,Yes,Diet Tracking,Rarely,No,"1:1 Coach, Advanced Analytics, Social Competitions",206,9,Guidance,Family,Smartphone,5,Challenges,No,Muscle Gain
17,Female,Metro,19022,High School,Professional,15810,5,Cardio,15,973,Yes,"Social Community, Progress Tracking, Challenges",Daily,No,1:1 Coach,355,5,Cost,Self,Smartphone,6,Challenges,Yes,Muscle Gain
25,Male,Metro,40829,Postgraduate,Professional,14658,7,Strength Training,43,1166,Yes,"Diet Tracking, Step Tracker, Workout Plans, Social Community",Daily,No,"Custom Diet Plans, 1:1 Coach",366,8,Guidance,Family,Smartwatch,8,Community Posts,Yes,Athletic Training
33,Male,Metro,149429,Graduate,Student,15084,6,Strength Training,33,771,No,None,Never,No,None,586,3,Lack of Time,Family,Smartphone,4,None,No,Muscle Gain
42,Male,Metro,49469,Graduate,Professional,14346,6,Strength Training,14,1056,No,None,Never,No,None,225,4,Guidance,Family,Manual Entry,4,None,No,Rehabilitation
29,Male,Semi-Urban,36792,Graduate,Other,13314,3,Mixed,20,870,Yes,Challenges,Daily,No,"Advanced Analytics, Custom Diet Plans",354,7,Guidance,Self,Smartphone,7,Articles,Yes,Muscle Gain
52,Male,Metro,59935,Graduate,Professional,14651,2,Strength Training,45,950,Yes,"Step Tracker, Social Community, Progress Tracking, Workout Plans",Daily,No,Social Competitions,222,5,Guidance,Self,Manual Entry,4,Articles,No,Weight Loss
64,Female,Metro,186083,Graduate,Professional,13914,3,Yoga,30,877,Yes,Step Tracker,Daily,No,"Advanced Analytics, Personalized Plans, Social Competitions",290,5,Health Issues,Family,Fitness Band,8,Articles,Yes,Weight Loss
47,Male,Metro,26480,Graduate,Professional,14377,4,Mixed,79,1192,No,None,Never,No,None,552,4,Health Issues,Self,Smartwatch,2,None,No,Muscle Gain
44,Male,Metro,39118,Graduate,Professional,13053,6,Mixed,47,1016,Yes,"Challenges, Diet Tracking",Never,No,"Advanced Analytics, Custom Diet Plans",213,9,Motivation,Self,Smartphone,5,Challenges,Yes,Muscle Gain
57,Female,Urban,139904,Graduate,Professional,14466,1,Cardio,16,881,Yes,"Challenges, Step Tracker, Diet Tracking",Never,No,"Personalized Plans, Social Competitions",420,6,Motivation,Self,Fitness Band,5,Articles,No,General Wellness
52,Male,Urban,167518,High School,Homemaker,13879,6,Sports,59,1068,Yes,"Step Tracker, Diet Tracking, Progress Tracking",Rarely,No,"Ad-free Experience, Custom Diet Plans, 1:1 Coach",397,5,Guidance,Self,Smartphone,6,Community Posts,No,Weight Loss
49,Female,Metro,62836,Doctorate,Professional,14231,5,Strength Training,63,1187,Yes,Progress Tracking,Daily,No,"Ad-free Experience, 1:1 Coach, Social Competitions",347,5,Guidance,Self,Smartphone,6,Live Classes,Yes,General Wellness
58,Female,Metro,35613,High School,Professional,13914,7,Cardio,41,1176,Yes,"Progress Tracking, Social Community, Diet Tracking, Workout Plans",Never,No,"Custom Diet Plans, Personalized Plans",412,10,Other,Self,Fitness Band,6,Challenges,Yes,General Wellness
56,Female,Metro,188701,Postgraduate,Retired,13722,6,Cardio,49,1100,Yes,"Step Tracker, Diet Tracking, Workout Plans",Daily,No,"Personalized Plans, Custom Diet Plans",210,6,Guidance,Family,Fitness Band,5,Live Classes,Yes,General Wellness
52,Female,Metro,146857,Postgraduate,Professional,14484,2,Strength Training,41,937,Yes,Progress Tracking,Monthly,Yes,"Advanced Analytics, Custom Diet Plans",948,7,Motivation,Friends,Smartphone,9,Live Classes,No,Muscle Gain
48,Female,Metro,92918,Graduate,Professional,13593,1,Strength Training,72,748,Yes,"Workout Plans, Step Tracker, Social Community, Progress Tracking",Daily,Yes,"Personalized Plans, Advanced Analytics",988,6,Guidance,Influencers,Smartphone,9,Challenges,Yes,None
59,Male,Rural,44081,Graduate,Professional,12411,1,Cardio,67,692,Yes,"Diet Tracking, Progress Tracking",Daily,Yes,"1:1 Coach, Advanced Analytics",707,5,Guidance,Family,Smartphone,7,Challenges,Yes,Muscle Gain
58,Male,Urban,64568,Graduate,Professional,12126,2,Yoga,10,743,Yes,"Step Tracker, Diet Tracking",Rarely,No,"Advanced Analytics, Personalized Plans",640,6,Guidance,Friends,Smartphone,6,Articles,Yes,Weight Loss
54,Male,Urban,61072,Postgraduate,Professional,14184,4,Sports,9,899,Yes,Social Community,Rarely,No,"Personalized Plans, Custom Diet Plans, Ad-free Experience",302,7,Guidance,Influencers,Smartphone,5,Community Posts,Yes,General Wellness
64,Female,Metro,78075,Graduate,Professional,13552,5,Cardio,30,752,Yes,"Challenges, Social Community",Daily,No,"Social Competitions, Personalized Plans, Advanced Analytics",398,5,Lack of Time,Family,Fitness Band,6,Challenges,Yes,Weight Loss
49,Male,Metro,136694,Postgraduate,Professional,12270,6,Cardio,57,1164,Yes,Diet Tracking,Weekly,No,"Social Competitions, Personalized Plans, Ad-free Experience",521,5,Lack of Time,Family,Smartphone,4,Live Classes,No,General Wellness
47,Female,Urban,102714,Postgraduate,Professional,14106,4,Mixed,70,1066,Yes,"Step Tracker, Workout Plans, Progress Tracking, Diet Tracking",Daily,Yes,"1:1 Coach, Advanced Analytics",631,6,Motivation,Friends,Smartwatch,6,Challenges,No,Weight Loss
51,Prefer not to say,Urban,38611,Postgraduate,Homemaker,13906,0,Cardio,27,756,Yes,"Progress Tracking, Diet Tracking",Weekly,Yes,"Personalized Plans, Advanced Analytics, Social Competitions",492,8,Motivation,Self,Smartphone,9,Community Posts,Yes,Weight Loss
54,Female,Urban,131695,Graduate,Professional,13500,1,None,29,658,Yes,"Step Tracker, Workout Plans",Daily,No,Advanced Analytics,156,6,Lack of Time,Self,Smartwatch,7,Video Workouts,Yes,Weight Loss
56,Female,Metro,77386,Graduate,Professional,14246,1,Yoga,28,739,Yes,"Diet Tracking, Progress Tracking",Daily,No,"Social Competitions, Personalized Plans, Advanced Analytics",597,5,Health Issues,Influencers,Smartphone,9,Live Classes,Yes,Muscle Gain
53,Male,Urban,93296,Postgraduate,Professional,15315,2,Strength Training,32,1012,Yes,"Diet Tracking, Step Tracker",Daily,No,"Advanced Analytics, Personalized Plans, Ad-free Experience",286,8,Motivation,Influencers,Smartwatch,6,Video Workouts,Yes,Weight Loss
56,Female,Metro,137760,Graduate,Retired,15284,3,Cardio,38,977,Yes,"Step Tracker, Diet Tracking, Progress Tracking, Challenges",Daily,No,"Ad-free Experience, Custom Diet Plans, Social Competitions",327,4,Health Issues,Friends,Smartphone,6,Video Workouts,Yes,Weight Loss
48,Female,Semi-Urban,37957,High School,Retired,14143,0,Cardio,25,748,Yes,"Progress Tracking, Workout Plans, Step Tracker",Weekly,No,"1:1 Coach, Advanced Analytics, Social Competitions",216,6,Lack of Time,Family,Smartphone,6,Community Posts,Yes,General Wellness
62,Male,Urban,64996,Postgraduate,Professional,13915,2,Cardio,28,831,Yes,"Workout Plans, Step Tracker, Progress Tracking, Social Community",Daily,Yes,"Ad-free Experience, Personalized Plans, Advanced Analytics",842,9,Lack of Time,Family,Smartphone,7,Challenges,No,General Wellness
54,Male,Urban,50729,Graduate,Professional,14157,1,Cardio,44,888,Yes,Step Tracker,Daily,Yes,"Social Competitions, 1:1 Coach",582,7,Motivation,Self,Smartwatch,7,Video Workouts,Yes,General Wellness
60,Female,Metro,30214,Postgraduate,Professional,14309,4,Yoga,12,895,Yes,"Diet Tracking, Step Tracker",Daily,No,"Advanced Analytics, Custom Diet Plans, Ad-free Experience",291,5,Lack of Time,Friends,Fitness Band,7,Articles,No,Athletic Training
56,Female,Urban,78696,Graduate,Student,13731,3,Cardio,99,1116,Yes,"Challenges, Diet Tracking, Progress Tracking, Step Tracker",Daily,No,"Custom Diet Plans, 1:1 Coach",385,3,Other,Self,Smartphone,7,Challenges,No,Muscle Gain
57,Female,Metro,232298,High School,Retired,14174,3,Strength Training,114,1307,Yes,"Challenges, Step Tracker",Weekly,Yes,"Ad-free Experience, Advanced Analytics, 1:1 Coach",540,9,Lack of Time,Self,Smartphone,7,Live Classes,No,Athletic Training
57,Female,Metro,26369,Postgraduate,Professional,12426,3,Yoga,56,1007,Yes,"Progress Tracking, Workout Plans, Social Community, Challenges",Daily,Yes,"Social Competitions, Advanced Analytics",673,7,Motivation,Family,Smartphone,9,Challenges,No,Muscle Gain
57,Female,Metro,65111,Graduate,Professional,14081,7,Cardio,77,1471,Yes,"Step Tracker, Diet Tracking, Challenges",Daily,No,"Social Competitions, Ad-free Experience",518,6,Other,Influencers,Smartphone,10,Community Posts,No,Muscle Gain
58,Male,Urban,91150,Graduate,Professional,14476,1,Cardio,17,827,Yes,Diet Tracking,Daily,No,"Advanced Analytics, Social Competitions, Ad-free Experience",401,7,Motivation,Friends,Fitness Band,9,Community Posts,Yes,General Wellness
61,Male,Metro,70371,Graduate,Professional,13510,3,Cardio,22,902,Yes,Step Tracker,Daily,No,"Personalized Plans, Custom Diet Plans, Ad-free Experience",365,4,Lack of Time,Friends,Fitness Band,8,Live Classes,Yes,Weight Loss
55,Male,Metro,62532,High School,Homemaker,13904,4,Cardio,5,831,No,None,Never,No,None,375,3,Motivation,Influencers,Manual Entry,4,None,No,General Wellness
58,Male,Semi-Urban,34557,Graduate,Professional,12888,3,Sports,35,962,No,None,Never,No,None,303,5,Guidance,None,Manual Entry,6,None,No,Muscle Gain
54,Female,Metro,74339,Graduate,Professional,12749,6,Strength Training,36,1072,Yes,"Progress Tracking, Workout Plans, Diet Tracking, Step Tracker",Monthly,No,"Ad-free Experience, Custom Diet Plans",589,4,Lack of Time,Self,Fitness Band,8,Live Classes,Yes,Weight Loss
62,Female,Urban,45325,Graduate,Professional,14210,2,Mixed,41,786,Yes,"Social Community, Progress Tracking",Daily,No,Social Competitions,252,9,Motivation,Self,Smartphone,5,Live Classes,No,Weight Loss
51,Female,Metro,22137,Graduate,Professional,13270,3,Strength Training,8,667,Yes,"Progress Tracking, Workout Plans, Diet Tracking",Daily,No,Advanced Analytics,375,4,Health Issues,Family,Smartphone,7,Community Posts,Yes,Weight Loss
64,Male,Metro,120246,Postgraduate,Professional,12223,0,Strength Training,33,629,Yes,Step Tracker,Weekly,Yes,Advanced Analytics,717,6,Health Issues,Family,Smartphone,8,Challenges,No,Athletic Training
54,Female,Semi-Urban,106851,Postgraduate,Professional,12888,4,Strength Training,43,1033,Yes,Workout Plans,Daily,Yes,"Ad-free Experience, Personalized Plans, Social Competitions",851,8,Lack of Time,Family,Smartphone,6,Video Workouts,Yes,None
47,Female,Metro,67902,Graduate,Professional,13033,2,Sports,47,691,Yes,"Progress Tracking, Challenges",Monthly,No,"Advanced Analytics, Ad-free Experience, 1:1 Coach",482,9,Lack of Time,Family,Fitness Band,6,Video Workouts,Yes,Weight Loss
55,Female,Urban,74201,Graduate,Professional,14774,1,Cardio,23,881,No,None,Never,No,None,346,1,Motivation,Friends,Manual Entry,5,None,No,Weight Loss
51,Female,Urban,113228,Graduate,Retired,14179,3,Cardio,108,1213,Yes,"Diet Tracking, Step Tracker",Daily,No,"Personalized Plans, Custom Diet Plans, 1:1 Coach",384,5,Guidance,Self,Smartwatch,3,Articles,Yes,Weight Loss
59,Male,Urban,74025,Graduate,Retired,13128,3,Yoga,29,961,Yes,Step Tracker,Weekly,No,Social Competitions,389,6,Motivation,Influencers,Smartphone,4,Community Posts,No,General Wellness
51,Male,Urban,103985,Postgraduate,Retired,13412,0,Strength Training,38,771,No,None,Never,No,None,77,4,Health Issues,Self,Smartphone,3,None,No,Weight Loss
52,Male,Metro,57025,Postgraduate,Professional,15312,4,Strength Training,27,834,Yes,"Challenges, Step Tracker, Social Community",Daily,No,"Advanced Analytics, Custom Diet Plans",159,6,Cost,Self,Smartwatch,7,Live Classes,Yes,Rehabilitation
45,Male,Metro,127515,Graduate,Professional,14936,4,Yoga,23,836,No,None,Never,No,None,277,3,Lack of Time,Family,Smartwatch,2,None,No,General Wellness
52,Male,Urban,77683,Graduate,Professional,12881,1,Strength Training,52,673,Yes,"Workout Plans, Social Community, Diet Tracking, Step Tracker",Daily,Yes,"Ad-free Experience, Personalized Plans",615,7,Guidance,Self,Smartphone,7,Challenges,Yes,Athletic Training
42,Female,Urban,72913,High School,Homemaker,15163,3,Yoga,9,810,Yes,"Step Tracker, Challenges",Daily,No,"Ad-free Experience, 1:1 Coach, Social Competitions",206,5,Lack of Time,Influencers,Fitness Band,9,Community Posts,Yes,Muscle Gain
47,Female,Semi-Urban,35065,Graduate,Other,13919,4,Yoga,54,1017,Yes,"Step Tracker, Social Community, Diet Tracking",Weekly,No,Custom Diet Plans,439,4,Lack of Time,Friends,Fitness Band,7,Articles,Yes,General Wellness
58,Female,Semi-Urban,76380,Graduate,Homemaker,14799,3,Sports,37,832,Yes,"Workout Plans, Progress Tracking",Rarely,No,"Personalized Plans, 1:1 Coach, Custom Diet Plans",350,5,Lack of Time,Self,Smartphone,8,Video Workouts,Yes,General Wellness
58,Female,Semi-Urban,43652,Other,Student,13836,2,Yoga,30,991,Yes,"Challenges, Social Community, Progress Tracking",Daily,No,Advanced Analytics,324,5,Lack of Time,Family,Smartphone,5,Challenges,Yes,General Wellness
57,Male,Urban,48091,Postgraduate,Retired,15185,2,Strength Training,13,731,Yes,"Step Tracker, Challenges",Weekly,Yes,"Personalized Plans, Ad-free Experience",511,7,Guidance,Self,Smartwatch,6,Video Workouts,Yes,General Wellness
50,Female,Metro,44016,Graduate,Professional,12840,4,Yoga,35,1030,Yes,"Social Community, Diet Tracking",Weekly,No,"Ad-free Experience, Advanced Analytics",344,6,Guidance,Self,Fitness Band,8,Challenges,Yes,General Wellness
54,Male,Semi-Urban,38827,Graduate,Student,13744,7,Mixed,52,1323,Yes,Step Tracker,Rarely,No,"Personalized Plans, Ad-free Experience",50,3,Lack of Time,Self,Smartphone,7,Live Classes,No,General Wellness
54,Male,Urban,191450,Postgraduate,Professional,15216,4,Strength Training,38,1106,Yes,"Diet Tracking, Challenges",Weekly,No,Custom Diet Plans,330,5,Other,None,Fitness Band,4,Challenges,No,Rehabilitation
49,Male,Metro,128755,Graduate,Student,11607,0,Strength Training,33,602,Yes,"Social Community, Step Tracker, Diet Tracking",Daily,No,Personalized Plans,357,9,Motivation,Influencers,Fitness Band,5,Live Classes,Yes,Rehabilitation
62,Male,Semi-Urban,172850,Graduate,Professional,13953,3,Sports,29,916,No,None,Never,No,None,379,2,Lack of Time,Family,Smartwatch,6,None,No,General Wellness
59,Male,Semi-Urban,35902,Graduate,Professional,13606,6,Yoga,25,814,Yes,"Step Tracker, Social Community, Progress Tracking, Workout Plans",Weekly,No,"Ad-free Experience, Custom Diet Plans, Personalized Plans",162,8,Lack of Time,Family,Smartphone,5,Community Posts,Yes,Weight Loss
53,Male,Urban,68571,Postgraduate,Professional,14684,1,Cardio,14,918,Yes,"Social Community, Progress Tracking",Daily,No,"Ad-free Experience, 1:1 Coach",376,6,Guidance,Friends,None,8,Video Workouts,Yes,Weight Loss
55,Male,Metro,34656,Graduate,Professional,15069,7,Mixed,51,1249,No,None,Never,No,None,225,3,Other,Family,Smartphone,3,None,No,Athletic Training
56,Other,Metro,46730,Graduate,Homemaker,14730,7,Cardio,40,1107,No,None,Never,No,None,252,2,Guidance,Self,Fitness Band,3,None,No,Weight Loss
44,Male,Semi-Urban,41811,Postgraduate,Professional,14241,0,Sports,53,668,Yes,Step Tracker,Daily,No,"Personalized Plans, Custom Diet Plans, Ad-free Experience",436,6,Other,Friends,Fitness Band,7,Challenges,No,Weight Loss
53,Male,Rural,122981,Postgraduate,Professional,14040,7,Sports,25,744,Yes,"Social Community, Challenges, Progress Tracking",Daily,Yes,"Ad-free Experience, Custom Diet Plans, Personalized Plans",1002,9,Motivation,None,Smartphone,5,Challenges,Yes,Weight Loss
51,Male,Metro,54278,Postgraduate,Homemaker,13657,2,None,30,732,Yes,"Step Tracker, Progress Tracking, Workout Plans, Social Community",Rarely,No,Custom Diet Plans,356,5,Motivation,Self,Smartphone,4,Articles,Yes,General Wellness
49,Female,Metro,112892,High School,Retired,14209,5,Cardio,13,978,Yes,"Challenges, Step Tracker, Diet Tracking, Progress Tracking",Rarely,No,Ad-free Experience,251,5,Guidance,Family,Smartwatch,7,Video Workouts,Yes,General Wellness
53,Male,Semi-Urban,89505,Graduate,Student,15459,3,Yoga,9,837,Yes,"Workout Plans, Challenges",Weekly,No,"Social Competitions, Personalized Plans",372,7,Cost,Influencers,Fitness Band,5,Community Posts,Yes,Weight Loss
63,Male,Metro,209361,Postgraduate,Professional,13169,3,Strength Training,36,855,Yes,"Step Tracker, Challenges, Diet Tracking",Never,No,"Ad-free Experience, Advanced Analytics",462,6,Motivation,Friends,Smartphone,8,Live Classes,Yes,Weight Loss
58,Male,Urban,31579,Postgraduate,Professional,13597,4,Strength Training,5,851,Yes,Workout Plans,Weekly,No,"Social Competitions, 1:1 Coach, Advanced Analytics",424,3,Health Issues,Influencers,Smartphone,4,Community Posts,No,General Wellness
